question,result_text,result_math
"Hendricks, Gerald'ın aynı gitarı satın aldığı fiyattan %20 daha az olan 200$'a bir gitar satın alır. Gerald gitarı için ne kadar ödemiştir?","Hendricks'ın ödediği miktar, Gerald'ın ödediği miktarın %80'ine eşittir. Bu nedenle Gerald'ın ödediği miktar 200 / 0.8 = 250'dir.",250.0
"Chad yılın en sıcak gününde toplam 15 kişinin katılacağı bir barbekü düzenliyor.  Sıcaklığı hesaba katmak için kişi başına 2 pound buza ihtiyacı olacak.  Bir kiloluk buz torbaları 10'lu paket için 3,00 dolara satılıyor.  Buz için ne kadar harcayacaktır?",15 kişi için kişi başı 2 pound buz: 15 × 2 = 30 pound. 1 poundluk torbalar 10'lu paketler halinde 3 dolara satılıyor. 30 torba için 3 paket gerekir. 3 paket × 3 dolar = 9 dolar.,9.0
"Susie ve Britney'nin her biri iki farklı cinsten tavuk besliyor. Susie'nin 11 Rhode Island Red ve 6 Golden Comet'i var. Britney'de Susie'nin iki katı kadar Rhode Island Red, ama sadece yarısı kadar Golden Comet var. Britney'nin sürüsünde Susie'ninkinden kaç tane daha fazla tavuk vardır?",Susie'nin toplam tavuk sayısı: 11 + 6 = 17. Britney'nin Rhode Island Red sayısı: 2 × 11 = 22. Golden Comet sayısı: 6 / 2 = 3. Britney'nin toplamı: 22 + 3 = 25. Fark: 25 - 17 = 8.,8.0
"Jane bir ağaca bakmaktadır. Aynı zamanda ağaç ve Jane gölge düşürmektedir - ağaç 10 metre, Jane ise 0,5 metredir. Jane'in boyu 1,5 metre. Ağacın boyu ne kadardır?","Benzer üçgenlerden yararlanarak, ağacın boyu / ağacın gölgesi = Jane'in boyu / Jane'in gölgesi. Verilenler: ağaç gölgesi 10 m, Jane gölgesi 0,5 m, Jane boyu 1,5 m. O halde ağaç boyu = (10 * 1,5) / 0,5 = 30 m.",30.0
"Kiki çay partisi için 10 salatalıklı sandviç ve 8 yumurtalı sandviç yaptı.  Her salatalıklı sandviç 4 üçgen şeklinde kesildi.  Her yumurtalı sandviç 2 dikdörtgen şeklinde kesildi.  Eğer misafirleri 28 üçgen ve 12 dikdörtgen yedilerse, kaç dilim ekmek yemişlerdir?","Öncelikle, her salatalıklı sandviç 4 üçgene kesildiği için, 28 üçgen yemek 28/4 = 7 salatalıklı sandviçe eşittir. Her yumurtalı sandviç 2 dikdörtgene kesildiği için, 12 dikdörtgen yemek 12/2 = 6 yumurtalı sandviçe eşittir. Toplam 7+6=13 sandviç yenmiştir. Her sandviç 2 dilim ekmekten oluştuğu için, yenilen ekmek dilimi sayısı 13×2=26'dır.",26.0
Josiah 24 gün boyunca her gün kumbarasına bir çeyreklik atar.  Leah 20 gün boyunca her gün boş bir turşu kavanozuna 50 sent biriktirir. Megan 12 gün boyunca Leah'nın iki katı kadar biriktiriyor.   Üç çocuk birlikte ne kadar biriktiriyor?,"Josiah 24 gün boyunca her gün 25 sent (çeyreklik) attığı için 24×25=600 sent biriktirir. Leah 20 gün boyunca her gün 50 sent biriktirdiğinden 20×50=1000 sent biriktirir. Megan 12 gün boyunca Leah'nın günlük miktarının iki katı yani 100 sent biriktirdiğinden 12×100=1200 sent biriktirir. Toplam 600+1000+1200=2800 sent eder, bu da 28 dolardır.",28.0
John'un üç çocuğu var. O ve karısının oğulları için defter almaları gerekiyordu ama kaç tane alacakları konusunda anlaşamadılar. Bu yüzden John çocuklarının her biri için 2 defter aldı ve John'un karısı da her biri için 5 defter aldı. Çocukları için toplam kaç defter almışlardır?,"John'un üç çocuğu var. John her çocuk için 2 defter, karısı her çocuk için 5 defter aldı. Yani her çocuk için toplam 2+5=7 defter alındı. Üç çocuk olduğu için toplam defter sayısı 3×7=21'dir.",21.0
Google çalışanları günübirlik bir geziye çıktı. 60 çalışanı taşıma kapasitesine sahip 4 otobüs kiralandı. 30 çalışanı alabilen 6 minibüs ve 15 çalışanı alabilen 10 minivan. Günlük geziye kaç çalışan katılabilir?,Otobüsler: 4 adet × 60 kişi = 240 kişi. Minibüsler: 6 adet × 30 kişi = 180 kişi. Minivanlar: 10 adet × 15 kişi = 150 kişi. Toplam: 240 + 180 + 150 = 570 kişi.,570.0
"Bir odada çeşitli oyuncaklar vardır: 5 kırmızı araba, 3 aksiyon figürü ve bir oyuncak bebek. Oyuncak bebeğin fiyatı 3 aksiyon figürünün fiyatı kadardır ve bir kırmızı arabanın fiyatı 4 dolardır. Bir aksiyon figürünün fiyatı 5 dolar olduğuna göre tüm oyuncakların değeri ne kadardır?","Kırmızı araba sayısı 5, her biri 4 dolar: 5 * 4 = 20 dolar. Aksiyon figürü sayısı 3, her biri 5 dolar: 3 * 5 = 15 dolar. Oyuncak bebek fiyatı 3 aksiyon figürü fiyatına eşit: 3 * 5 = 15 dolar. Toplam: 20 + 15 + 15 = 50 dolar.",50.0
"Andy'nin siyah çoraplarının 4 katı kadar beyaz çorabı vardır. Beyaz çoraplarının yarısını kaybederse, 6 siyah çorabı varsa siyah çoraplarından kaç tane daha fazla beyaz çorabı kalır?","Siyah çorapların sayısı 6. Beyaz çoraplar, siyah çorapların 4 katı olduğundan 24 tane. Beyaz çorapların yarısını kaybedince 12 kalır. Siyah çoraplardan 12 - 6 = 6 tane daha fazla beyaz çorap kalır.",6.0
Tom'un yeni bir oyun sistemi alması gerekmektedir.  Süper Nintendo'sunu orijinal bir NES ile takas eder.  SNES 150 dolar değerindedir ve mağaza ona bu değerin %80'ini verir.  80 dolar verir ve 10 dolar para üstü ve 30 dolar değerinde bir oyun alır.  NES ne kadara satılıyordu?,"SNES değeri 150 dolar olduğu için mağaza %80'ini verir, yani 120 dolar kredi. Tom 80 dolar verir ve 10 dolar para üstü alır, yani net 70 dolar nakit öder. Ayrıca 30 dolarlık bir oyun alır. Toplam ödeme: 120 + 70 = 190 dolar. Karşılığında NES ve oyun alır, yani NES fiyatı + 30 = 190, buradan NES fiyatı 160 dolar olur.",160.0
"Terry günde 2 yoğurt yiyor.  Şu anda 4 yoğurt 5,00$'a satılmaktadır.  Terry 30 gün boyunca yoğurda ne kadar harcıyor?","Terry günde 2 yoğurt yediğine göre 30 günde toplam 60 yoğurt yer. 4 yoğurt 5,00$'a satıldığından, 60 yoğurt 15 pakete denk gelir (60/4=15). Her paket 5,00$ olduğu için toplam harcama 15×5=75$ olur.",75.0
"Marcus fırınına aynı anda 5 turta sığdırabiliyor. 7 parti turta pişiriyor, sonra kayıyor ve 8 tanesini düşürüyor. Geriye kaç turta kalır?",Marcus fırınına aynı anda 5 turta sığdırabiliyor. 7or. 7 parti turta pişirdiğinde toplam 7 × 5 = 35 turta olur. Ardından 8 tanesini düşürünce 35 - 8 = 27 turta kalır.,27.0
"Ashley ve ailesi Cumartesi günü sinemaya gittiler. Çocuk biletleri 4,25 dolar, yetişkin biletleri ise 3,25 dolar daha pahalıydı. Üçten fazla bilet aldıklarında 2 dolar indirim yapıldı. İki yetişkin bileti ve dört çocuk bileti alırlarsa ne kadar harcamış olurlar?",Yetişkin bileti fiyatı: 4.25 + 3.25 = 7.50 dolar. İki yetişkin bileti: 2 × 7.50 = 15 dolar. Dört çocuk bileti: 4 × 4.25 = 17 dolar. Toplam: 15 + 17 = 32 dolar. Üçten fazla bilet (6 bilet) alındığı için 2 dolar indirim uygulanır: 32 - 2 = 30 dolar.,30.0
Mark 16'ya 10 feet boyutlarında bir daire inşa eder.  Toplam 6 oda bulunmaktadır.  Diğer 3 oda kadar büyük olan oturma odası hariç tüm odalar aynı büyüklüktedir.  Oturma odası ne kadar büyüktür?,"Dairenin toplam alanı 16 × 10 = 160 feet karedir. 6 oda vardır. Oturma odası, diğer odaların 3 katı büyüklüğündedir. Diğer 5 oda eşit büyüklükte olduğuna göre, her birinin alanına x dersek, oturma odasının alanı 3x olur. Toplam alan: 5x + 3x = 8x = 160, buradan x = 20 bulunur. Oturma odasının alanı 3x = 60 feet karedir.",60.0
"Sally, kutulardan şeker topladığınız ve ağırlığa göre ödeme yaptığınız self-servis bir şeker dükkanındaydı. Bir poşete 32 vişne ekşisi koyuyor. Sonra bir kaşık limonlu ekşi alıyor ve vişneli ekşinin limonlu ekşiye oranı 4:5 oluyor. Sonra bir kaşık portakal ekşisi alıyor ve bunlar torbadaki ekşilerin %25'ini oluşturuyor. Toplamda kaç tane ekşisi vardır?","Önce vişne sayısı 32, limonlu ekşi sayısına oran 4:5 olduğundan limonlu sayısı 32 * 5/4 = 40 olur. Ardından portakal ekşisi eklendiğinde toplamın %25'i portakal olduğuna göre, portakal sayısı = 0.25 * (32+40+portakal) denklemi çözülür: portakal = 0.25*(72+portakal) => 0.75 portakal = 18 => portakal = 24. Toplam = 32+40+24 = 96.",96.0
"Mike alışveriş merkezinde alışveriş yapıyor. Bir gömlek, yeni bir cüzdan ve akşam için biraz yiyecek alması gerekiyor. Gömlek, cüzdanın değerinin üçte birine mal oluyor. Cüzdan, Mike'ın 30 dolar harcadığı yemeğin maliyetinden 60 dolar daha fazladır. Mike o gün alışveriş için ne kadar harcadı?",Yemeğe 30 dolar harcandığına göre cüzdan 30+60=90 dolar. Gömlek cüzdanın üçte biri yani 90/3=30 dolar. Toplam: 30+90+30=150 dolar.,150.0
"Jason'ın mahallesindeki 1 çimi kesmesi 30 dakika sürüyor.  Cumartesi ve Pazar günleri 8 bahçe biçerse, çim biçmek için kaç saat harcamış olur?","Jason cumartesi ve pazar günleri 8'er bahçe biçiyor, toplam 16 bahçe. Her bahçe 30 dakika sürdüğüne göre toplam süre 16 x 30 = 480 dakika. 480 dakika / 60 = 8 saat.",8.0
"Yerel bir kasaba büyümektedir ve önümüzdeki üç yıl boyunca çok sayıda yeni konut inşa etmek istemektedir. İlk yıl 12 ev inşa edecekler. Bir sonraki yıl bunun üç katı kadar ev inşa edecekler. Üçüncü yılda, kaç ev inşa ettiklerini sayacaklar ve miktarı iki katına çıkaracaklar. Kasaba önümüzdeki üç yıl içinde kaç konut inşa etmiş olacak?",İlk yıl 12 ev inşa edilir. İkinci yıl ilk yılın 3 katı yani 36 ev inşa edilir. İlk iki yılın toplamı 48 evdir. Üçüncü yıl bu toplamın iki katı yani 96 ev inşa edilir. Üç yılın toplamı 12+36+96=144 evdir.,144.0
"Soledad penceresiz bir ofiste çalışmasına rağmen açık havayı çok seviyor. Haziran ayı boyunca tatilde olacak ve bu ay içinde 9,300 mil yürüyüş yapmak için sabırsızlanıyor. Günde iki kez yürümeyi ve her seferinde 125 mil kat etmeyi düşünüyor. Soledad yolculuğunu zamanında tamamlamak için günde kaç mil daha yürümelidir?","Haziran 30 gündür. Şu anki plan: günde 2 kez × 125 mil = 250 mil. 30 günde toplam 30 × 250 = 7500 mil. Hedef 9300 mil, eksik 9300 - 7500 = 1800 mil. Bu eksik miktarı 30 günde tamamlamak için günde 1800 / 30 = 60 mil daha yürümelidir.",60.0
John 3 oyunda sahne alıyor.  Her oyunun 5 perdesi var.  Her perde için 2 peruk takıyor.  Oyunlardan birini bırakıyor ve o oyundaki tüm perukları 4 dolara satıyor. Ne kadar para harcadı?,"John 3 oyunda sahne alıyor. Her oyun 5 perde, her perde 2 peruk, toplam 3×5×2=30 peruk. Bir oyunu bırakıyor, o oyundaki peruk sayısı 5×2=10. Bu 10 peruğu 4 dolara satıyor. Soruda 'Ne kadar para harcadı?' deniyor, ancak harcama değil, kazanç söz konusu. Kazanç 4 dolardır. Cevap 4.",4.0
"Marcy'nin sınıfı sınıf başkanını seçiyor. Marcy, Joey'nin aldığı oy sayısından 3 fazla oy alan Barry'den iki kat fazla oy aldı. Joey 8 oy aldıysa, Marcy kaç oy almıştır?","Joey 8 oy aldı. Barry, Joey'den 3 fazla oy aldığına göre Barry 8+3=11 oy aldı. Marcy, Barry'nin iki katı oy aldığına göre 2×11=22 oy alır.",22.0
"Bir oyuncak araba fabrikası dün 60 araba üretti. Bugün, düne göre iki kat daha fazla araba yaptılar. Fabrika kaç oyuncak araba yapmıştır?","Dün 60 araba üretildi. Bugün düne göre iki kat fazla üretildi, yani bugün 60 + 60 = 120 araba üretildi. Toplam: 60 + 120 = 180 araba.",180.0
"Yolculuğun ilk gününde, Kaptan gemisini saatte 30 kilometre hızla 20 saat boyunca doğuya doğru yol alarak varış noktasının yarısına kadar getirdi ve ardından soğumaları için geminin motorlarını kapattı. Ancak motorlar kapalıyken, bir rüzgar fırtınası gemisini batı yönünde geriye doğru savurmuştur.  Fırtınadan sonra Kaptan, geminin yeni konumunu belirlemek için GPS cihazını kullandı ve hedefine giden yolun sadece üçte biri kadar olduğunu keşfetti.  Fırtına gemiyi batıya doğru kaç kilometre savurmuştu?","Kaptan ilk günde 30 km/s hızla 20 saat doğuya giderek 600 km yol aldı ve bu mesafe toplam yolun yarısı olduğuna göre toplam yol 1200 km'dir. Motorlar kapandıktan sonra rüzgar gemiyi batıya doğru x km sürükledi. Yeni konumda geminin başlangıç noktasına uzaklığı 600 - x km olur. GPS'e göre göre hedefe kalan yolun toplam yolun üçte biri kadar olduğu belirtiliyor. Bu ifade, kalan yolun değil, gidilen yolun (başlangıçtan itibaren) toplam yolun üçte biri olduğu şeklinde yorumlanmalıdır. Yani 600 - x = 1200 / 3 = 400 km. Buradan x = 200 km bulunur.",200.0
"Yakın zamanda düzenlenen bir balıkçılık turnuvasında Alex, Jacob'dan 7 kat daha fazla balık yakaladı. Jacob kazanma şansı olmadığını düşünüyordu, ancak Alex kendine aşırı güvenmeye başladı ve balık kovasını devirerek 23 balığı göle geri kaybetti. Eğer Jacob'ın başlangıçta 8 balığı varsa, Alex'i sadece 1 balık farkla yenmek için kaç balık daha yakalaması gerekir?","Jacob'ın başlangıçta 8 balığı var. Alex, Jacob'dan 7 kat fazla balık yakaladığına göre Alex'in balığı 7 * 8 = 56'dır. Alex 23 balık kaybettiğinde kalan balığı 56 - 23 = 33 olur. Jacob'ın Alex'i 1 balık farkla yenmesi için 33 + 1 = 34 balığa sahip olması gerekir. Jacob'ın şu an 8 balığı olduğu için 34 - 8 = 26 balık daha yakalamalıdır.",26.0
"Oliver'ın 9 doları vardı, sonra harçlığından 5 dolar biriktirdi ve 4 doları bir frizbiye, 3 doları da bir yapboza harcadı. Arkadaşı doğum günü olduğu için ona 8 dolar daha verdi. Oliver'ın ne kadar parası kalmıştır?","Oliver'ın başlangıçta 9 doları vardı. Harçlığından 5 dolar biriktirince 9+5=14 dolar oldu. Frizbiye 4 dolar ve yapboza 3 dolar harcayınca toplam 7 dolar harcadı, kalan para 14-7=7 dolar. Arkadaşı doğum günü için 8 dolar verince toplam 7+8=15 dolar oldu.",15.0
Heath hafta sonunu amcasının çiftliğinde havuç ekimine yardım ederek geçirdi. Her sırada 300 bitki olacak şekilde 400 sıra havuç ekti. Dikimi yapmak için bir makine kullandı ve bu 20 saatini aldı. Her bir saatte kaç havuç ekti?,"Toplam havuç sayısı: 300 bitki/sıra × 400 sıra = 120,000 havuç. 20 saatte ekildiğine göre saatte: 120,000 ÷ 20 = 6,000 havuç.",6000.0
Mark şirketi için 12 arabalık bir filo satın alır.  Her bir araba 20.000 dolara satılıyor.  Arabalar için %10 vergi ödüyor ve ardından her birinin ruhsatı için 1000$ daha ödüyor.  Her şey için ne kadar ödüyor?,"12 arabanın toplam fiyatı 12 × 20.000 = 240.000 dolar. %10 vergi 24.000 dolar, ruhsat ücreti 12 × 1.000 = 12.000 dolar. Toplam: 240.000 + 24.000 + 12.000 = 276.000 dolar.",276000.0
"Mcgregor ve Floyd'a bir hafta boyunca okumaları için 89 kitap verildi. Mcgregor 34, Floyd 32 kitabı bitirebildiyse, hala okumaları gereken kaç kitap vardır?","Toplam kitap sayısı 89, bitirilen kitaplar: McGregor 34, Floyd 32, toplam 66. Kalan kitaplar: 89 - 66 = 23.",23.0
"John ve Yasmin'in babalarının adı Gabriel'dir. John'un kız kardeşinin sahip olduğu çocuk sayısının iki katı çocuğu ve Gabriel'in altı torunu varsa, Yasmin'in kaç çocuğu vardır?","John ve Yasmin, Gabriel'in çocuklarıdır. John'un kız kardeşi Yasmin'dir. John'un, kız kardeşinin çocuk sayısının iki katı kadar çocuğu vardır. Yani John'un çocuk sayısı, Yasmin'in çocuk sayısının 2 katıdır. Gabriel'in toplam 6 torunu olduğuna göre, John ve Yasmin'in çocuklarının toplamı 6'dır. John = 2 * Yasmin olduğundan, 2Y + Y = 3Y = 6, buradan Y = 2 bulunur. Yasmin'in 2 çocuğu vardır.",2.0
Javier bir hafta boyunca her gün 50 dakika egzersiz yaptı. Sanda üç günün her birinde 90 dakika egzersiz yaptı. Javier ve Sanda toplam kaç dakika egzersiz yaptı?,"Javier bir hafta boyunca her gün 50 dakika egzersiz yaptı, bir hafta 7 gün olduğundan toplam 7 x 50 = 350 dakika. Sanda üç gün boyunca her gün 90 dakika egzersiz yaptı, toplam 3 x 90 = 270 dakika. İkisinin toplamı 350 + 270 = 620 dakika.",620.0
Altı kişilik bir arkadaş grubu bir araba almayı planlamıştır. Arabanın maliyeti 1700 $'dır ve maliyeti eşit olarak paylaşmayı planlamaktadırlar. Toplam maliyetten düşülmek üzere para toplamak için bir araba yıkama etkinliği düzenlediler. Kalan maliyet altı arkadaş arasında paylaştırılacaktır. Araba yıkamadan 500 dolar kazandılar. Ancak Brad araba alımına katılmamaya karar verdi. Brad katılmadığına göre her bir arkadaşın ne kadar daha fazla ödemesi gerekir?,"Araba yıkama sonrası kalan maliyet 1700-500=1200$. Başlangıçta 6 kişi olsaydı kişi başı 1200/6=200$. Brad çekilince 5 kişi kalır, kişi başı 1200/5=240$. Fark 240-200=40$.",40.0
"Sandro'nun oğullarının altı katı kadar kızı var. Şu anda üç oğlu varsa, kaç çocuğu vardır?",Sandro'nun oğullarının altı katı kadar kızı var ve üç oğlu var. Kız sayısı 3'ün 6 katı yani 18'dir. Toplam çocuk sayısı 3 oğul + 18 kız = 21'dir.,21.0
"Blake ve Kelly 15 dakika içinde en çok kimin koşabileceğini görmek için bir yarışma düzenliyorlar. Bunu 100 metre uzunluğunda bir futbol sahasında yapmaya karar verirler. Blake 15 kez ileri geri koşar. Kelly bir kez ileri geri koşar ve sonra Blake'in yanında koşmak istemediğine karar verir, bu yüzden 40 yard çizgisine kadar koşmaya başlar ve geri döner. Bunu 34 kez yapıyor. Kazanan kaybedene göre ne kadar daha uzağa koşar?","Blake 15 kez ileri geri koşar, her bir ileri geri 200 birimdir (100 birim gidiş + 100 birim dönüş). Toplam: 15 × 200 = 3000 birim. Kelly bir kez ileri geri koşar (200 birim) ve ardından 40 yard çizgisine 34 kez gidip gelir. 40 yard çizgisine bir gidiş-dönüş 80 birimdir (40 gidiş + 40 dönüş). Kelly'nin toplamı: 200 + 34 × 80 = 200 + 2720 = 2920 birim. Fark: 3000 - 2920 = 80 birim. Kazanan Blake, 80 birim daha fazla koşar.",80.0
Hannah'nın şehri 4 Temmuz için büyük bir havai fişek gösterisi düzenliyor. Her biri 20 havai fişekten oluşan 15 kutu patlatacaklar. Hannah'nın evi şehrin havai fişeklerinin %40'ını görmek için doğru açıda. Hannah ayrıca arka bahçesinde her biri 5 havai fişekten oluşan 3 kutu patlatacak. Hannah toplam kaç havai fişek görecek?,Şehirdeki toplam havai fişek sayısı 15 kutu × 20 = 300'dür. Hannah bunların %40'ını gördüğü için 300 × 0.4 = 120 havai fişek görür. Kendi arka bahçesinde patlattığı havai fişek sayısı 3 kutu × 5 = 15'tir ve bunların tamamını görür. Toplamda 120 + 15 = 135 havai fişek görecektir.,135.0
"Yoğun bir restoran, Cumartesi günü kaç müşteri geleceğini tahmin etmek için Cuma günü kaç müşteri geldiğini sayıyor. Kahvaltı sırasında 73 müşterileri vardı. Öğle yemeği sırasında 127 müşterileri vardı. Akşam yemeğinde 87 müşteri vardı. Cumartesi günü Cuma gününün iki katı müşteri alacaklarını tahmin ediyorlarsa, kaç müşteri alacaklarını tahmin ediyorlar?",Cuma günü toplam müşteri sayısı 73 + 127 + 87 = 287'dir. Cumartesi günü bu sayının iki katı olacağı tahmin edildiğinden 287 × 2 = 574 müşteri beklenmektedir.,574.0
"Ginger ve Amy 100'er adet Cadılar Bayramı şekeri ile başlarlar. Ginger günde 4 parça, Amy ise günde 3 parça şeker yiyor. İki hafta sonra Amy'nin ne kadar daha şekeri olur?","İki hafta 14 gündür. Ginger günde 4 parça yediğinden 14 günde 56 parça şeker tüketir, başlangıçta 100 şekeri olduğundan 44 şekeri kalır. Amy günde 3 parça yediğinden 14 günde 42 parça tüketir, 100'den 58 şekeri kalır. Fark: 58 - 44 = 14. Amy'nin 14 parça daha fazla şekeri olur.",14.0
"Henry her ay 15 şişe kombucha içiyor.  Her bir şişenin fiyatı 3,00$ ve geri dönüşüm merkezine götürdüğünde şişe başına 0,10$ nakit para iadesi almaya hak kazanıyor.  1 yıl sonra, para iadesini aldıktan sonra kaç şişe kombucha satın alabilecektir?","Henry bir yılda 15 şişe/ay × 12 ay = 180 şişe içer. Her şişeden 0,10$ iade alır, toplam iade 180 × 0,10 = 18$ olur. 18$ ile her biri 3$ olan şişelerden 18 / 3 = 6 tane satın alabilir.",6.0
"Emmalyn mahallesindeki çitleri metre başına yirmi sente boyamaya karar verdi. Mahallede boyaması gereken 50 çit varsa ve her çit 500 metre uzunluğundaysa, çitleri boyayarak kazandığı toplam miktarı hesaplayın.","Toplam çit uzunluğu 50 çit × 500 metre = 25000 metre. Metre başına 20 sent kazandığına göre, toplam kazanç 25000 × 0.20 = 5000 dolar.",5000.0
"Angela'nın Jacob'ın yarısı kadar böceği vardır ve Jacob'ın Dean'in 5 katı kadar böceği vardır. Dean'in 30 böceği varsa, Angela'nın ne kadar böceği vardır?","Dean'in 30 böceği var. Jacob, Dean'in 5 katı kadar böceğe sahip olduğuna göre Jacob'ın 5 * 30 = 150 böceği vardır. Angela, Jacob'ın yarısı kadar böceğe sahip olduğuna göre Angela'nın 150 / 2 = 75 böceği vardır.",75.0
"Bert'in bir bahçe dükkanı var. Ürünlerini bir depodan satın alıyor ve dükkanında 10$ daha fazlasına satıyor. Her satıştan, değerin %10'u kadar vergi ödemek zorunda. Bir gün bir müşteri dükkanına geldi ve 90 dolara bir fıçı satın aldı. Bert bu satıştan ne kadar para kazanmıştır?","Bert ürünü depodan 80 dolara alıp dükkanda 90 dolara satıyor. Satış fiyatı 90 dolar, vergi bunun %10'u yani 9 dolar. Bert'in eline geçen 90 - 9 = 81 dolar. Maliyeti 80 dolar olduğu için kâr 81 - 80 = 1 dolar.",1.0
"Alaska Malamutu Toby, kızak yüksüzken saatte 20 mil hızla bir kızağı çekebilir, ancak kızak tamamen yüklüyse aynı kızağı saatte 10 mil hızla çeker.  Toby önce yüklü kızağı 180 mil çekerek, sonra yüksüz kızağı 120 mil çekerek, sonra yüklü kızağı 80 mil çekerek ve son olarak yüksüz kızağı 140 mil daha çekerek 4 bölümden oluşan kesintisiz bir yolculuk yaparsa, Toby kızağı çekmek için toplam kaç saat harcayacaktır?","Toby yüklü kızağı saatte 10 mil, yüksüz kızağı saatte 20 mil hızla çeker. Her bölüm için süre mesafe/hız formülüyle hesaplanır: 180/10=18 saat, 120/20=6 saat, 80/10=8 saat, 140/20=7 saat. Toplam süre 18+6+8+7=39 saattir.",39.0
"Francine'in beş kutu dolusu boya kalemi ve 5 adet boya kalemi, arkadaşının ise 27 adet boya kalemi vardır. Tüm boya kalemlerini bir kutuya koymaları gerekiyor. Francine'in toplam 85 boya kalemi varsa kaç kutuya daha ihtiyaçları vardır?","Francine'in 5 kutu dolu ve 5 ayrı kalemi var, toplam 85 kalem. Kutulardaki kalemler: 85-5=80, her kutuda 80/5=16 kalem. Arkadaşının 27 kalemi var, toplam 85+27=112 kalem. Gerekli kutu sayısı: 112/16=7. Mevcut 5 kutu var, ek kutu: 7-5=2.",2.0
"Basketbol takımı tanesi 2 dolardan 50 kek ve tanesi 0,5 dolardan 40 kurabiye sattı. Daha sonra satışlardan elde edilen para, her biri 40 dolar olan iki basketbol topu satın almak için kullanıldı. Paranın geri kalanı 20 şişe enerji içeceği almak için kullanıldı. Bir şişe enerji içeceği ne kadardır?","Kek satışı: 50 kek x 2 dolar = 100 dolar. Kurabiye satışı: 40 kurabiye x 0,5 dolar = 20 dolar. Toplam satış: 100 + 20 = 120 dolar. İki basketbol topu: 2 x 40 = 80 dolar. Kalan para: 120 - 80 = 40 dolar. Bu parayla 20 enerji içeceği alındı, bir içecek fiyatı: 40 / 20 = 2 dolar.",2.0
"James 250 dolara bir ağırlık yeleği satın alır.  Daha sonra kilosu 1,2 dolardan 200 kiloluk ağırlık plakası satın alıyor.  200 kiloluk bir ağırlık yeleği 700 dolara mal olacaktı ancak 100 dolarlık bir indirim var.  Bu yelekle ne kadar tasarruf eder?","James, 250 dolara bir ağırlık yeleği satın alır. Ayrıca kilosu 1,2 dolardan 200 kiloluk ağırlık plakası alır, bu da 200 * 1,2 = 240 dolar eder. Toplam maliyet: 250 + 240 = 490 dolar. 200 kiloluk bir ağırlık yeleği normalde 700 dolara satılır, ancak 100 dolarlık indirimle 600 dolara gelir. Tasarruf: 600 - 490 = 110 dolar.",110.0
"Amara'nın 100 parça kıyafeti vardı ama kıyafetlerini başkalarına bağışlamaya başladı. Bir yetimhaneye 5, başka bir yetimhaneye ise bunun üç katını bağışladı. Eski kıyafetlerinden 15 tanesini atmaya karar verirse, geriye kaç parça kıyafeti kalır?","Amara 5 parçayı bir yetimhaneye, bunun üç katı olan 15 parçayı diğerine bağışladı. Toplam bağış 20 parça. Ayrıca 15 parça attı. Toplam 35 parça eksildi. Başlangıçta 100 parça vardı, geriye 65 parça kalır.",65.0
Daniel'in 346 video oyunu koleksiyonu var. Bunlardan 80 tanesini Daniel tanesi 12 dolardan satın almıştır. Geri kalanların %50'si 7$'a satın alınmıştır. Diğerlerinin her birinin fiyatı 3$'dır. Daniel koleksiyonundaki tüm oyunlar için ne kadar harcamıştır?,Daniel'in 346 oyunu var. 80 tanesi 12$'dan alınmış: 80*12=960$. Kalan 266 oyunun %50'si (133 oyun) 7$'dan: 133*7=931$. Diğer 133 oyun 3$'dan: 133*3=399$. Toplam: 960+931+399=2290$.,2290.0
"Tish bir garaj satışından 4 ürün satın aldı: kırmızı bir at nalı mıknatısı, iki pelüş hayvan ve üzerinde ""Öğretmenler neden kendi matematik problemlerini çözemiyor?"" yazan büyük bir çıkartma.  Mıknatıs çıkartmadan üç kat daha pahalıydı ama iki pelüş hayvanın toplam fiyatının sadece dörtte biri kadardı.  Mıknatısın fiyatı 3 dolarsa, tek bir pelüş hayvanın fiyatı dolar cinsinden ne kadardır?","Mıknatıs fiyatı 3 dolar. Mıknatıs çıkartmadan üç kat daha pahalı olduğu için çıkartma fiyatı 1 dolar. Mıknatıs, iki pelüş hayvanın toplam fiyatının dörtte biri olduğundan, iki pelüş hayvanın toplam fiyatı 12 dolar. Bu durumda bir pelüş hayvan başına 6 dolar eder.",6.0
"Naomi çamaşır yıkıyor. Önce farklı türlerde yığınlar oluşturuyor; bir yığın havlulara, bir yığın çarşaflara ve bir yığın da hassas programda yıkanması gereken giysilere ayrılıyor. Giysilerin yıkanması 30 dakika sürüyor. Havluların yıkanması giysilerden iki kat daha uzun sürüyor. Çarşafların yıkanması havlulardan 15 dakika daha az zaman alıyor. Naomi'nin her şeyi yıkaması toplam kaç dakika sürer?","Giysiler 30 dakika, havlular 60 dakika (30*2), çarşaflar 45 dakika (60-15). Toplam 30+60+45=135 dakika.",135.0
